State_Result_ID,Release Period,State,Measure ID,Bottom-box Percentage,Middle-box Percentage,Top-box Percentage
1060,07_2017,CA,H_RECMND,7,23,70
1061,07_2017,CO,H_CLEAN_HSP,7,17,76
1062,07_2017,CO,H_COMP_1,4,15,81
1063,07_2017,CO,H_COMP_2,4,14,82
1064,07_2017,CO,H_COMP_3,6,24,70
1065,07_2017,CO,H_COMP_5,15,19,66
1066,07_2017,CO,H_COMP_6,11,0,89
1067,07_2017,CO,H_COMP_7,5,41,54
1068,07_2017,CO,H_HSP_RATING,6,18,76
1069,07_2017,CO,H_QUIET_HSP,7,27,66
1070,07_2017,CO,H_RECMND,4,20,76
1071,07_2017,CT,H_CLEAN_HSP,8,18,74
1072,07_2017,CT,H_COMP_1,5,15,80
1073,07_2017,CT,H_COMP_2,6,15,79
1074,07_2017,CT,H_COMP_3,11,24,65
1075,07_2017,CT,H_COMP_5,20,18,62
1076,07_2017,CT,H_COMP_6,13,0,87
1077,07_2017,CT,H_COMP_7,5,44,51
1078,07_2017,CT,H_HSP_RATING,8,22,70
1079,07_2017,CT,H_QUIET_HSP,14,33,53
1080,07_2017,CT,H_RECMND,5,25,70
1081,07_2017,DC,H_CLEAN_HSP,17,22,61
1082,07_2017,DC,H_COMP_1,10,19,71
1083,07_2017,DC,H_COMP_2,6,17,77
1084,07_2017,DC,H_COMP_3,20,27,53
1085,07_2017,DC,H_COMP_5,26,18,56
1086,07_2017,DC,H_COMP_6,18,0,82
1087,07_2017,DC,H_COMP_7,9,48,43
1088,07_2017,DC,H_HSP_RATING,14,28,58
1089,07_2017,DC,H_QUIET_HSP,16,31,53
1090,07_2017,DC,H_RECMND,10,30,60
1091,07_2017,DE,H_CLEAN_HSP,9,19,72
1092,07_2017,DE,H_COMP_1,4,15,81
1093,07_2017,DE,H_COMP_2,5,15,80
1094,07_2017,DE,H_COMP_3,9,23,68
1095,07_2017,DE,H_COMP_5,18,17,65
1096,07_2017,DE,H_COMP_6,12,0,88
1097,07_2017,DE,H_COMP_7,5,42,53
1098,07_2017,DE,H_HSP_RATING,8,21,71
1099,07_2017,DE,H_QUIET_HSP,11,32,57
1100,07_2017,DE,H_RECMND,5,25,70
1101,07_2017,FL,H_CLEAN_HSP,11,19,70
1102,07_2017,FL,H_COMP_1,6,17,77
1103,07_2017,FL,H_COMP_2,6,16,78
1104,07_2017,FL,H_COMP_3,12,25,63
1105,07_2017,FL,H_COMP_5,21,18,61
1106,07_2017,FL,H_COMP_6,15,0,85
1107,07_2017,FL,H_COMP_7,7,43,50
1108,07_2017,FL,H_HSP_RATING,10,22,68
1109,07_2017,FL,H_QUIET_HSP,11,30,59
1110,07_2017,FL,H_RECMND,7,24,69
1111,07_2017,GA,H_CLEAN_HSP,9,18,73
1112,07_2017,GA,H_COMP_1,5,15,80
1113,07_2017,GA,H_COMP_2,4,13,83
1114,07_2017,GA,H_COMP_3,11,23,66
1115,07_2017,GA,H_COMP_5,19,16,65
1116,07_2017,GA,H_COMP_6,14,0,86
1117,07_2017,GA,H_COMP_7,6,43,51
1118,07_2017,GA,H_HSP_RATING,8,20,72
1119,07_2017,GA,H_QUIET_HSP,7,25,68
1120,07_2017,GA,H_RECMND,6,23,71
1121,07_2017,HI,H_CLEAN_HSP,6,15,79
1122,07_2017,HI,H_COMP_1,3,15,82
1123,07_2017,HI,H_COMP_2,4,13,83
1124,07_2017,HI,H_COMP_3,8,21,71
1125,07_2017,HI,H_COMP_5,16,18,66
1126,07_2017,HI,H_COMP_6,15,0,85
1127,07_2017,HI,H_COMP_7,4,40,56
1128,07_2017,HI,H_HSP_RATING,7,19,74
1129,07_2017,HI,H_QUIET_HSP,10,28,62
1130,07_2017,HI,H_RECMND,4,22,74
1131,07_2017,IA,H_CLEAN_HSP,5,15,80
1132,07_2017,IA,H_COMP_1,2,16,82
1133,07_2017,IA,H_COMP_2,3,12,85
1134,07_2017,IA,H_COMP_3,5,23,72
1135,07_2017,IA,H_COMP_5,14,20,66
1136,07_2017,IA,H_COMP_6,11,0,89
1137,07_2017,IA,H_COMP_7,3,40,57
1138,07_2017,IA,H_HSP_RATING,5,18,77
1139,07_2017,IA,H_QUIET_HSP,6,28,66
1140,07_2017,IA,H_RECMND,3,21,76
1141,07_2017,ID,H_CLEAN_HSP,5,15,80
1142,07_2017,ID,H_COMP_1,3,16,81
1143,07_2017,ID,H_COMP_2,3,13,84
1144,07_2017,ID,H_COMP_3,5,20,75
1145,07_2017,ID,H_COMP_5,14,18,68
1146,07_2017,ID,H_COMP_6,10,0,90
1147,07_2017,ID,H_COMP_7,4,40,56
1148,07_2017,ID,H_HSP_RATING,5,19,76
1149,07_2017,ID,H_QUIET_HSP,7,30,63
1150,07_2017,ID,H_RECMND,3,22,75
1151,07_2017,IL,H_CLEAN_HSP,7,17,76
1152,07_2017,IL,H_COMP_1,4,15,81
1153,07_2017,IL,H_COMP_2,4,14,82
1154,07_2017,IL,H_COMP_3,8,23,69
1155,07_2017,IL,H_COMP_5,18,17,65
1156,07_2017,IL,H_COMP_6,12,0,88
1157,07_2017,IL,H_COMP_7,5,42,53
1158,07_2017,IL,H_HSP_RATING,7,21,72
1159,07_2017,IL,H_QUIET_HSP,9,29,62
1160,07_2017,IL,H_RECMND,5,24,71
1161,07_2017,IN,H_CLEAN_HSP,7,17,76
1162,07_2017,IN,H_COMP_1,3,15,82
1163,07_2017,IN,H_COMP_2,3,15,82
1164,07_2017,IN,H_COMP_3,6,23,71
1165,07_2017,IN,H_COMP_5,17,18,65
1166,07_2017,IN,H_COMP_6,11,0,89
1167,07_2017,IN,H_COMP_7,5,41,54
1168,07_2017,IN,H_HSP_RATING,6,18,76
1169,07_2017,IN,H_QUIET_HSP,8,30,62
1170,07_2017,IN,H_RECMND,4,22,74
1171,07_2017,KS,H_CLEAN_HSP,6,15,79
1172,07_2017,KS,H_COMP_1,3,14,83
1173,07_2017,KS,H_COMP_2,2,12,86
1174,07_2017,KS,H_COMP_3,5,21,74
1175,07_2017,KS,H_COMP_5,14,18,68
1176,07_2017,KS,H_COMP_6,12,0,88
1177,07_2017,KS,H_COMP_7,4,39,57
1178,07_2017,KS,H_HSP_RATING,5,17,78
1179,07_2017,KS,H_QUIET_HSP,5,26,69
1180,07_2017,KS,H_RECMND,2,21,77
1181,07_2017,KY,H_CLEAN_HSP,8,16,76
1182,07_2017,KY,H_COMP_1,4,14,82
1183,07_2017,KY,H_COMP_2,3,12,85
1184,07_2017,KY,H_COMP_3,8,22,70
1185,07_2017,KY,H_COMP_5,17,16,67
1186,07_2017,KY,H_COMP_6,13,0,87
1187,07_2017,KY,H_COMP_7,5,41,54
1188,07_2017,KY,H_HSP_RATING,7,20,73
1189,07_2017,KY,H_QUIET_HSP,7,27,66
1190,07_2017,KY,H_RECMND,4,24,72
1191,07_2017,LA,H_CLEAN_HSP,8,16,76
1192,07_2017,LA,H_COMP_1,4,12,84
1193,07_2017,LA,H_COMP_2,3,9,88
1194,07_2017,LA,H_COMP_3,8,19,73
1195,07_2017,LA,H_COMP_5,15,15,70
1196,07_2017,LA,H_COMP_6,13,0,87
1197,07_2017,LA,H_COMP_7,4,38,58
1198,07_2017,LA,H_HSP_RATING,6,17,77
1199,07_2017,LA,H_QUIET_HSP,5,21,74
1200,07_2017,LA,H_RECMND,4,20,76
1201,07_2017,MA,H_CLEAN_HSP,8,19,73
1202,07_2017,MA,H_COMP_1,4,15,81
1203,07_2017,MA,H_COMP_2,4,15,81
1204,07_2017,MA,H_COMP_3,9,24,67
1205,07_2017,MA,H_COMP_5,17,19,64
1206,07_2017,MA,H_COMP_6,11,0,89
1207,07_2017,MA,H_COMP_7,4,43,53
1208,07_2017,MA,H_HSP_RATING,7,21,72
1209,07_2017,MA,H_QUIET_HSP,14,34,52
1210,07_2017,MA,H_RECMND,4,22,74
1211,07_2017,MD,H_CLEAN_HSP,13,20,67
1212,07_2017,MD,H_COMP_1,6,18,76
1213,07_2017,MD,H_COMP_2,6,16,78
1214,07_2017,MD,H_COMP_3,13,27,60
1215,07_2017,MD,H_COMP_5,22,18,60
1216,07_2017,MD,H_COMP_6,14,0,86
1217,07_2017,MD,H_COMP_7,7,45,48
1218,07_2017,MD,H_HSP_RATING,10,25,65
1219,07_2017,MD,H_QUIET_HSP,12,30,58
1220,07_2017,MD,H_RECMND,7,28,65
1221,07_2017,ME,H_CLEAN_HSP,5,15,80
1222,07_2017,ME,H_COMP_1,3,14,83
1223,07_2017,ME,H_COMP_2,3,14,83
1224,07_2017,ME,H_COMP_3,6,22,72
1225,07_2017,ME,H_COMP_5,14,16,70
1226,07_2017,ME,H_COMP_6,10,0,90
1227,07_2017,ME,H_COMP_7,4,39,57
1228,07_2017,ME,H_HSP_RATING,6,19,75
1229,07_2017,ME,H_QUIET_HSP,8,33,59
1230,07_2017,ME,H_RECMND,3,21,76
1231,07_2017,MI,H_CLEAN_HSP,8,18,74
1232,07_2017,MI,H_COMP_1,3,16,81
1233,07_2017,MI,H_COMP_2,4,15,81
1234,07_2017,MI,H_COMP_3,7,22,71
1235,07_2017,MI,H_COMP_5,17,18,65
1236,07_2017,MI,H_COMP_6,12,0,88
1237,07_2017,MI,H_COMP_7,5,43,52
1238,07_2017,MI,H_HSP_RATING,7,20,73
1239,07_2017,MI,H_QUIET_HSP,9,30,61
1240,07_2017,MI,H_RECMND,4,24,72
1241,07_2017,MN,H_CLEAN_HSP,5,16,79
1242,07_2017,MN,H_COMP_1,2,15,83
1243,07_2017,MN,H_COMP_2,3,13,84
1244,07_2017,MN,H_COMP_3,5,20,75
1245,07_2017,MN,H_COMP_5,13,19,68
1246,07_2017,MN,H_COMP_6,11,0,89
1247,07_2017,MN,H_COMP_7,4,40,56
1248,07_2017,MN,H_HSP_RATING,5,18,77
1249,07_2017,MN,H_QUIET_HSP,6,27,67
1250,07_2017,MN,H_RECMND,3,21,76
1251,07_2017,MO,H_CLEAN_HSP,9,18,73
1252,07_2017,MO,H_COMP_1,4,16,80
1253,07_2017,MO,H_COMP_2,4,14,82
1254,07_2017,MO,H_COMP_3,8,25,67
1255,07_2017,MO,H_COMP_5,18,19,63
1256,07_2017,MO,H_COMP_6,13,0,87
1257,07_2017,MO,H_COMP_7,6,42,52
1258,07_2017,MO,H_HSP_RATING,8,20,72
1259,07_2017,MO,H_QUIET_HSP,8,30,62
1260,07_2017,MO,H_RECMND,5,25,70
1261,07_2017,MS,H_CLEAN_HSP,9,17,74
1262,07_2017,MS,H_COMP_1,5,13,82
1263,07_2017,MS,H_COMP_2,3,10,87
1264,07_2017,MS,H_COMP_3,10,20,70
1265,07_2017,MS,H_COMP_5,18,15,67
1266,07_2017,MS,H_COMP_6,15,0,85
1267,07_2017,MS,H_COMP_7,5,44,51
1268,07_2017,MS,H_HSP_RATING,7,21,72
1269,07_2017,MS,H_QUIET_HSP,5,21,74
1270,07_2017,MS,H_RECMND,5,25,70
1271,07_2017,MT,H_CLEAN_HSP,8,18,74
1272,07_2017,MT,H_COMP_1,4,16,80
1273,07_2017,MT,H_COMP_2,4,14,82
1274,07_2017,MT,H_COMP_3,6,21,73
1275,07_2017,MT,H_COMP_5,20,17,63
1276,07_2017,MT,H_COMP_6,13,0,87
1277,07_2017,MT,H_COMP_7,5,43,52
1278,07_2017,MT,H_HSP_RATING,7,22,71
1279,07_2017,MT,H_QUIET_HSP,8,30,62
1280,07_2017,MT,H_RECMND,5,23,72
1281,07_2017,NC,H_CLEAN_HSP,9,19,72
1282,07_2017,NC,H_COMP_1,4,15,81
1283,07_2017,NC,H_COMP_2,4,13,83
1284,07_2017,NC,H_COMP_3,9,23,68
1285,07_2017,NC,H_COMP_5,17,17,66
1286,07_2017,NC,H_COMP_6,13,0,87
1287,07_2017,NC,H_COMP_7,5,44,51
1288,07_2017,NC,H_HSP_RATING,7,20,73
1289,07_2017,NC,H_QUIET_HSP,7,29,64
1290,07_2017,NC,H_RECMND,5,24,71
1291,07_2017,ND,H_CLEAN_HSP,5,19,76
1292,07_2017,ND,H_COMP_1,3,14,83
1293,07_2017,ND,H_COMP_2,3,14,83
1294,07_2017,ND,H_COMP_3,5,18,77
1295,07_2017,ND,H_COMP_5,12,17,71
1296,07_2017,ND,H_COMP_6,16,0,84
1297,07_2017,ND,H_COMP_7,3,42,55
1298,07_2017,ND,H_HSP_RATING,5,21,74
1299,07_2017,ND,H_QUIET_HSP,6,28,66
1300,07_2017,ND,H_RECMND,2,25,73
1301,07_2017,NE,H_CLEAN_HSP,5,13,82
1302,07_2017,NE,H_COMP_1,2,14,84
1303,07_2017,NE,H_COMP_2,2,12,86
1304,07_2017,NE,H_COMP_3,5,20,75
1305,07_2017,NE,H_COMP_5,13,18,69
1306,07_2017,NE,H_COMP_6,10,0,90
1307,07_2017,NE,H_COMP_7,3,39,58
1308,07_2017,NE,H_HSP_RATING,4,16,80
1309,07_2017,NE,H_QUIET_HSP,5,25,70
1310,07_2017,NE,H_RECMND,2,19,79
1311,07_2017,NH,H_CLEAN_HSP,6,17,77
1312,07_2017,NH,H_COMP_1,3,14,83
1313,07_2017,NH,H_COMP_2,3,14,83
1314,07_2017,NH,H_COMP_3,7,21,72
1315,07_2017,NH,H_COMP_5,15,17,68
1316,07_2017,NH,H_COMP_6,10,0,90
1317,07_2017,NH,H_COMP_7,4,41,55
1318,07_2017,NH,H_HSP_RATING,6,20,74
1319,07_2017,NH,H_QUIET_HSP,10,32,58
1320,07_2017,NH,H_RECMND,4,21,75
1321,07_2017,NJ,H_CLEAN_HSP,10,20,70
1322,07_2017,NJ,H_COMP_1,6,17,77
1323,07_2017,NJ,H_COMP_2,6,17,77
1324,07_2017,NJ,H_COMP_3,13,25,62
1325,07_2017,NJ,H_COMP_5,22,18,60
1326,07_2017,NJ,H_COMP_6,16,0,84
1327,07_2017,NJ,H_COMP_7,6,47,47
1328,07_2017,NJ,H_HSP_RATING,10,24,66
1329,07_2017,NJ,H_QUIET_HSP,15,31,54
1330,07_2017,NJ,H_RECMND,7,27,66
1331,07_2017,NM,H_CLEAN_HSP,9,19,72
1332,07_2017,NM,H_COMP_1,5,18,77
1333,07_2017,NM,H_COMP_2,5,16,79
1334,07_2017,NM,H_COMP_3,9,24,67
1335,07_2017,NM,H_COMP_5,18,17,65
1336,07_2017,NM,H_COMP_6,14,0,86
1337,07_2017,NM,H_COMP_7,6,45,49
1338,07_2017,NM,H_HSP_RATING,9,23,68
1339,07_2017,NM,H_QUIET_HSP,10,29,61
1340,07_2017,NM,H_RECMND,6,28,66
1341,07_2017,NV,H_CLEAN_HSP,11,21,68
1342,07_2017,NV,H_COMP_1,8,19,73
1343,07_2017,NV,H_COMP_2,8,18,74
1344,07_2017,NV,H_COMP_3,13,26,61
1345,07_2017,NV,H_COMP_5,20,19,61
1346,07_2017,NV,H_COMP_6,15,0,85
1347,07_2017,NV,H_COMP_7,8,47,45
1348,07_2017,NV,H_HSP_RATING,11,25,64
1349,07_2017,NV,H_QUIET_HSP,14,32,54
1350,07_2017,NV,H_RECMND,8,26,66
1351,07_2017,NY,H_CLEAN_HSP,9,21,70
1352,07_2017,NY,H_COMP_1,5,18,77
1353,07_2017,NY,H_COMP_2,6,16,78
1354,07_2017,NY,H_COMP_3,12,25,63
1355,07_2017,NY,H_COMP_5,21,18,61
1356,07_2017,NY,H_COMP_6,14,0,86
1357,07_2017,NY,H_COMP_7,6,46,48
1358,07_2017,NY,H_HSP_RATING,10,25,65
1359,07_2017,NY,H_QUIET_HSP,15,32,53
1360,07_2017,NY,H_RECMND,6,28,66
1361,07_2017,OH,H_CLEAN_HSP,7,17,76
1362,07_2017,OH,H_COMP_1,3,15,82
1363,07_2017,OH,H_COMP_2,4,15,81
1364,07_2017,OH,H_COMP_3,7,22,71
1365,07_2017,OH,H_COMP_5,17,18,65
1366,07_2017,OH,H_COMP_6,11,0,89
1367,07_2017,OH,H_COMP_7,4,42,54
1368,07_2017,OH,H_HSP_RATING,7,19,74
1369,07_2017,OH,H_QUIET_HSP,9,30,61
1370,07_2017,OH,H_RECMND,4,24,72
1371,07_2017,OK,H_CLEAN_HSP,8,17,75
1372,07_2017,OK,H_COMP_1,4,15,81
1373,07_2017,OK,H_COMP_2,4,12,84
1374,07_2017,OK,H_COMP_3,7,21,72
1375,07_2017,OK,H_COMP_5,17,17,66
1376,07_2017,OK,H_COMP_6,13,0,87
1377,07_2017,OK,H_COMP_7,5,43,52
1378,07_2017,OK,H_HSP_RATING,8,19,73
1379,07_2017,OK,H_QUIET_HSP,6,25,69
1380,07_2017,OK,H_RECMND,5,22,73
1381,07_2017,OR,H_CLEAN_HSP,7,18,75
1382,07_2017,OR,H_COMP_1,3,17,80
1383,07_2017,OR,H_COMP_2,4,15,81
1384,07_2017,OR,H_COMP_3,6,24,70
1385,07_2017,OR,H_COMP_5,16,19,65
1386,07_2017,OR,H_COMP_6,12,0,88
1387,07_2017,OR,H_COMP_7,5,42,53
1388,07_2017,OR,H_HSP_RATING,7,21,72
1389,07_2017,OR,H_QUIET_HSP,10,33,57
1390,07_2017,OR,H_RECMND,4,23,73
1391,07_2017,PA,H_CLEAN_HSP,8,18,74
1392,07_2017,PA,H_COMP_1,4,15,81
1393,07_2017,PA,H_COMP_2,4,16,80
1394,07_2017,PA,H_COMP_3,8,24,68
1395,07_2017,PA,H_COMP_5,18,18,64
1396,07_2017,PA,H_COMP_6,12,0,88
1397,07_2017,PA,H_COMP_7,5,43,52
1398,07_2017,PA,H_HSP_RATING,8,21,71
1399,07_2017,PA,H_QUIET_HSP,12,32,56
1400,07_2017,PA,H_RECMND,5,25,70
1401,07_2017,RI,H_CLEAN_HSP,7,19,74
1402,07_2017,RI,H_COMP_1,4,14,82
1403,07_2017,RI,H_COMP_2,4,14,82
1404,07_2017,RI,H_COMP_3,9,23,68
1405,07_2017,RI,H_COMP_5,18,18,64
1406,07_2017,RI,H_COMP_6,13,0,87
1407,07_2017,RI,H_COMP_7,5,42,53
1408,07_2017,RI,H_HSP_RATING,8,21,71
1409,07_2017,RI,H_QUIET_HSP,12,32,56
1410,07_2017,RI,H_RECMND,5,22,73
1411,07_2017,SC,H_CLEAN_HSP,10,17,73
1412,07_2017,SC,H_COMP_1,4,15,81
1413,07_2017,SC,H_COMP_2,4,12,84
1414,07_2017,SC,H_COMP_3,10,22,68
1415,07_2017,SC,H_COMP_5,18,15,67
1416,07_2017,SC,H_COMP_6,12,0,88
1417,07_2017,SC,H_COMP_7,6,42,52
1418,07_2017,SC,H_HSP_RATING,8,20,72
1419,07_2017,SC,H_QUIET_HSP,7,25,68
1420,07_2017,SC,H_RECMND,6,23,71
1421,07_2017,SD,H_CLEAN_HSP,6,14,80
1422,07_2017,SD,H_COMP_1,2,13,85
1423,07_2017,SD,H_COMP_2,2,12,86
1424,07_2017,SD,H_COMP_3,3,19,78
1425,07_2017,SD,H_COMP_5,12,18,70
1426,07_2017,SD,H_COMP_6,10,0,90
1427,07_2017,SD,H_COMP_7,4,40,56
1428,07_2017,SD,H_HSP_RATING,5,16,79
1429,07_2017,SD,H_QUIET_HSP,4,24,72
1430,07_2017,SD,H_RECMND,2,19,79
1431,07_2017,TN,H_CLEAN_HSP,9,18,73
1432,07_2017,TN,H_COMP_1,5,14,81
1433,07_2017,TN,H_COMP_2,4,13,83
1434,07_2017,TN,H_COMP_3,9,22,69
1435,07_2017,TN,H_COMP_5,18,17,65
1436,07_2017,TN,H_COMP_6,14,0,86
1437,07_2017,TN,H_COMP_7,6,43,51
1438,07_2017,TN,H_HSP_RATING,8,20,72
1439,07_2017,TN,H_QUIET_HSP,6,27,67
1440,07_2017,TN,H_RECMND,6,23,71
1441,07_2017,TX,H_CLEAN_HSP,8,16,76
1442,07_2017,TX,H_COMP_1,4,15,81
1443,07_2017,TX,H_COMP_2,4,13,83
1444,07_2017,TX,H_COMP_3,8,22,70
1445,07_2017,TX,H_COMP_5,16,16,68
1446,07_2017,TX,H_COMP_6,13,0,87
1447,07_2017,TX,H_COMP_7,6,41,53
1448,07_2017,TX,H_HSP_RATING,7,18,75
1449,07_2017,TX,H_QUIET_HSP,6,24,70
1450,07_2017,TX,H_RECMND,5,21,74
1451,07_2017,UT,H_CLEAN_HSP,7,20,73
1452,07_2017,UT,H_COMP_1,3,18,79
1453,07_2017,UT,H_COMP_2,3,14,83
1454,07_2017,UT,H_COMP_3,6,26,68
1455,07_2017,UT,H_COMP_5,15,20,65
1456,07_2017,UT,H_COMP_6,10,0,90
1457,07_2017,UT,H_COMP_7,5,39,56
1458,07_2017,UT,H_HSP_RATING,5,18,77
1459,07_2017,UT,H_QUIET_HSP,6,32,62
1460,07_2017,UT,H_RECMND,3,20,77
1461,07_2017,VA,H_CLEAN_HSP,9,19,72
1462,07_2017,VA,H_COMP_1,4,16,80
1463,07_2017,VA,H_COMP_2,4,14,82
1464,07_2017,VA,H_COMP_3,10,24,66
1465,07_2017,VA,H_COMP_5,18,17,65
1466,07_2017,VA,H_COMP_6,12,0,88
1467,07_2017,VA,H_COMP_7,5,44,51
1468,07_2017,VA,H_HSP_RATING,8,21,71
1469,07_2017,VA,H_QUIET_HSP,9,30,61
1470,07_2017,VA,H_RECMND,5,25,70
1471,07_2017,VT,H_CLEAN_HSP,5,16,79
1472,07_2017,VT,H_COMP_1,3,15,82
1473,07_2017,VT,H_COMP_2,3,14,83
1474,07_2017,VT,H_COMP_3,6,23,71
1475,07_2017,VT,H_COMP_5,14,17,69
1476,07_2017,VT,H_COMP_6,9,0,91
1477,07_2017,VT,H_COMP_7,4,40,56
1478,07_2017,VT,H_HSP_RATING,6,21,73
1479,07_2017,VT,H_QUIET_HSP,10,35,55
1480,07_2017,VT,H_RECMND,3,23,74
1481,07_2017,WA,H_CLEAN_HSP,8,18,74
1482,07_2017,WA,H_COMP_1,4,18,78
1483,07_2017,WA,H_COMP_2,4,16,80
1484,07_2017,WA,H_COMP_3,8,26,66
1485,07_2017,WA,H_COMP_5,16,19,65
1486,07_2017,WA,H_COMP_6,12,0,88
1487,07_2017,WA,H_COMP_7,5,43,52
1488,07_2017,WA,H_HSP_RATING,7,21,72
1489,07_2017,WA,H_QUIET_HSP,11,34,55
1490,07_2017,WA,H_RECMND,5,22,73
1491,07_2017,WI,H_CLEAN_HSP,5,15,80
1492,07_2017,WI,H_COMP_1,2,15,83
1493,07_2017,WI,H_COMP_2,3,13,84
1494,07_2017,WI,H_COMP_3,5,21,74
1495,07_2017,WI,H_COMP_5,13,18,69
1496,07_2017,WI,H_COMP_6,10,0,90
1497,07_2017,WI,H_COMP_7,4,39,57
1498,07_2017,WI,H_HSP_RATING,5,17,78
1499,07_2017,WI,H_QUIET_HSP,6,29,65
1500,07_2017,WI,H_RECMND,3,21,76
1501,07_2017,WV,H_CLEAN_HSP,8,18,74
1502,07_2017,WV,H_COMP_1,5,15,80
1503,07_2017,WV,H_COMP_2,4,14,82
1504,07_2017,WV,H_COMP_3,9,23,68
1505,07_2017,WV,H_COMP_5,18,17,65
1506,07_2017,WV,H_COMP_6,13,0,87
1507,07_2017,WV,H_COMP_7,5,46,49
1508,07_2017,WV,H_HSP_RATING,9,21,70
1509,07_2017,WV,H_QUIET_HSP,10,30,60
1510,07_2017,WV,H_RECMND,5,26,69
1511,07_2017,WY,H_CLEAN_HSP,8,17,75
1512,07_2017,WY,H_COMP_1,4,17,79
1513,07_2017,WY,H_COMP_2,3,15,82
1514,07_2017,WY,H_COMP_3,6,21,73
1515,07_2017,WY,H_COMP_5,13,18,69
1516,07_2017,WY,H_COMP_6,11,0,89
1517,07_2017,WY,H_COMP_7,5,42,53
1518,07_2017,WY,H_HSP_RATING,7,21,72
1519,07_2017,WY,H_QUIET_HSP,7,28,65
1520,07_2017,WY,H_RECMND,4,29,67
1521,07_2018,AK,H_CLEAN_HSP,7,19,74
1522,07_2018,AK,H_COMP_1,4,17,79
1523,07_2018,AK,H_COMP_2,5,15,80
1524,07_2018,AK,H_COMP_3,6,21,73
1525,07_2018,AK,H_COMP_5,16,19,65
1526,07_2018,AK,H_COMP_6,14,0,86
1527,07_2018,AK,H_COMP_7,4,46,50
1528,07_2018,AK,H_HSP_RATING,8,23,69
1529,07_2018,AK,H_QUIET_HSP,10,34,56
1530,07_2018,AK,H_RECMND,3,23,74
1531,07_2018,AL,H_CLEAN_HSP,9,17,74
1532,07_2018,AL,H_COMP_1,5,14,81
1533,07_2018,AL,H_COMP_2,4,12,84
1534,07_2018,AL,H_COMP_3,10,19,71
1535,07_2018,AL,H_COMP_5,16,16,68
1536,07_2018,AL,H_COMP_6,13,0,87
1537,07_2018,AL,H_COMP_7,5,45,50
1538,07_2018,AL,H_HSP_RATING,8,19,73
1539,07_2018,AL,H_QUIET_HSP,7,22,71
1540,07_2018,AL,H_RECMND,5,24,71
1541,07_2018,AR,H_CLEAN_HSP,8,17,75
1542,07_2018,AR,H_COMP_1,5,14,81
1543,07_2018,AR,H_COMP_2,4,12,84
1544,07_2018,AR,H_COMP_3,8,20,72
1545,07_2018,AR,H_COMP_5,17,16,67
1546,07_2018,AR,H_COMP_6,16,0,84
1547,07_2018,AR,H_COMP_7,5,43,52
1548,07_2018,AR,H_HSP_RATING,8,19,73
1549,07_2018,AR,H_QUIET_HSP,7,25,68
1550,07_2018,AR,H_RECMND,5,24,71
1551,07_2018,AZ,H_CLEAN_HSP,10,19,71
1552,07_2018,AZ,H_COMP_1,5,18,77
1553,07_2018,AZ,H_COMP_2,6,17,77
1554,07_2018,AZ,H_COMP_3,10,23,67
1555,07_2018,AZ,H_COMP_5,18,18,64
1556,07_2018,AZ,H_COMP_6,13,0,87
1557,07_2018,AZ,H_COMP_7,6,44,50
1558,07_2018,AZ,H_HSP_RATING,9,21,70
1559,07_2018,AZ,H_QUIET_HSP,12,31,57
1560,07_2018,AZ,H_RECMND,6,24,70
1561,07_2018,CA,H_CLEAN_HSP,9,19,72
1562,07_2018,CA,H_COMP_1,6,18,76
1563,07_2018,CA,H_COMP_2,6,16,78
1564,07_2018,CA,H_COMP_3,12,25,63
1565,07_2018,CA,H_COMP_5,20,18,62
1566,07_2018,CA,H_COMP_6,15,0,85
1567,07_2018,CA,H_COMP_7,7,44,49
1568,07_2018,CA,H_HSP_RATING,9,21,70
1569,07_2018,CA,H_QUIET_HSP,16,32,52
1570,07_2018,CA,H_RECMND,6,24,70
1571,07_2018,CO,H_CLEAN_HSP,6,17,77
1572,07_2018,CO,H_COMP_1,3,17,80
1573,07_2018,CO,H_COMP_2,4,15,81
1574,07_2018,CO,H_COMP_3,6,22,72
1575,07_2018,CO,H_COMP_5,15,18,67
1576,07_2018,CO,H_COMP_6,11,0,89
1577,07_2018,CO,H_COMP_7,5,39,56
1578,07_2018,CO,H_HSP_RATING,6,18,76
1579,07_2018,CO,H_QUIET_HSP,7,29,64
1580,07_2018,CO,H_RECMND,4,20,76
1581,07_2018,CT,H_CLEAN_HSP,8,19,73
1582,07_2018,CT,H_COMP_1,4,17,79
1583,07_2018,CT,H_COMP_2,5,16,79
1584,07_2018,CT,H_COMP_3,11,25,64
1585,07_2018,CT,H_COMP_5,20,18,62
1586,07_2018,CT,H_COMP_6,13,0,87
1587,07_2018,CT,H_COMP_7,5,44,51
1588,07_2018,CT,H_HSP_RATING,8,22,70
1589,07_2018,CT,H_QUIET_HSP,14,32,54
1590,07_2018,CT,H_RECMND,5,23,72
1591,07_2018,DC,H_CLEAN_HSP,15,21,64
1592,07_2018,DC,H_COMP_1,10,19,71
1593,07_2018,DC,H_COMP_2,7,17,76
1594,07_2018,DC,H_COMP_3,20,28,52
1595,07_2018,DC,H_COMP_5,24,18,58
1596,07_2018,DC,H_COMP_6,18,0,82
1597,07_2018,DC,H_COMP_7,9,47,44
1598,07_2018,DC,H_HSP_RATING,13,25,62
